,full_name,team,position,height,weight,age,region,average_points,average_assists,average_rebounds,average_steals,average_blocks,awards
509,Jaylon Tyson,Cavaliers,Guard-Forward,198.12,215,22,USA,2.883720930232558,0.9069767441860465,1.8837209302325582,0.20930232558139536,0.046511627906976744,
510,Stanley Umude,Bucks,Guard,198.12,210,25,USA,0.6,0.15,0.75,0.15,0.15,
511,Jonas Valančiūnas,Kings,Center,210.82,265,32,Lithuania,10.5,2.0657894736842106,7.868421052631579,0.4868421052631579,0.5921052631578947,All-Rookie Team; NBA Rookie of the Month; Olympic Appearance
512,Fred VanVleet,Rockets,Guard,182.88,197,31,USA,14.241379310344827,5.637931034482759,3.793103448275862,1.5517241379310345,0.41379310344827586,NBA All-Star; NBA Champion; NBA Player of the Week
513,Jarred Vanderbilt,Lakers,Forward,203.2,214,26,USA,3.9375,1.1875,4.96875,0.90625,0.21875,
514,Devin Vassell,Spurs,Guard-Forward,195.57999999999998,200,24,USA,16.42622950819672,2.8852459016393444,3.9672131147540983,1.278688524590164,0.5409836065573771,
515,Gabe Vincent,Lakers,Guard,187.96,200,28,USA,6.485294117647059,1.3529411764705883,1.2794117647058822,0.7205882352941176,0.19117647058823528,
516,Tristan Vukcevic,Wizards,Forward,213.36,220,22,Italy,8.15625,1.0,3.4375,0.34375,0.625,
517,Nikola Vučević,Bulls,Center,208.28,260,34,Montenegro,18.695652173913043,3.420289855072464,10.043478260869565,0.7971014492753623,0.6956521739130435,NBA All-Star; NBA All-Star; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week
518,Dean Wade,Cavaliers,Forward-Center,205.74,228,28,USA,5.4363636363636365,1.290909090909091,4.363636363636363,0.7090909090909091,0.36363636363636365,
519,Franz Wagner,Magic,Forward,208.28,220,23,Germany,24.20689655172414,4.758620689655173,5.655172413793103,1.2241379310344827,0.3448275862068966,All-Rookie Team; NBA Player of the Week; NBA Rookie of the Month
520,Moritz Wagner,Magic,Forward-Center,210.82,245,27,Germany,12.866666666666667,1.4,4.933333333333334,0.8,0.4,
521,Jabari Walker,Trail Blazers,Forward,200.66,237,22,USA,4.625,0.625,3.4285714285714284,0.5357142857142857,0.10714285714285714,
522,Jarace Walker,Pacers,Forward,200.66,235,21,USA,5.8428571428571425,1.4428571428571428,2.9,0.7285714285714285,0.32857142857142857,
523,Lonnie Walker IV,76ers,Guard-Forward,193.04,204,26,USA,8.866666666666667,2.466666666666667,3.2,0.5333333333333333,0.2,
524,Cason Wallace,Thunder,Guard,190.5,195,21,USA,8.318181818181818,2.606060606060606,3.4242424242424243,1.7727272727272727,0.5303030303030303,All-Rookie Team
525,Keaton Wallace,Hawks,Guard,190.5,185,26,USA,5.275862068965517,2.2413793103448274,1.3448275862068966,0.7931034482758621,0.3103448275862069,
526,Jordan Walsh,Celtics,Guard,198.12,205,21,USA,1.5,0.3541666666666667,1.1875,0.20833333333333334,0.20833333333333334,NBA Champion
527,Ja'Kobe Walter,Raptors,Guard,195.57999999999998,180,20,USA,8.647058823529411,1.5490196078431373,3.0392156862745097,0.803921568627451,0.17647058823529413,
528,Kel'el Ware,Heat,Center,213.36,230,20,USA,9.05084745762712,0.8983050847457628,7.254237288135593,0.6101694915254238,1.11864406779661,NBA Rookie of the Month
529,P.J. Washington,Mavericks,Forward,198.12,230,26,USA,14.74074074074074,2.2777777777777777,7.851851851851852,1.1111111111111112,1.037037037037037,All-Rookie Team
530,TyTy Washington Jr.,Suns,Guard,190.5,195,23,USA,2.3846153846153846,1.1538461538461537,0.9230769230769231,0.23076923076923078,0.0,
531,Lindy Waters III,Pistons,Forward,198.12,210,27,USA,5.5,1.105263157894737,2.526315789473684,0.5789473684210527,0.2631578947368421,
532,Trendon Watford,Nets,Guard-Forward,203.2,237,24,USA,9.538461538461538,2.4358974358974357,3.3846153846153846,0.6410256410256411,0.28205128205128205,
533,Anton Watson,Knicks,Forward,203.2,225,24,USA,1.0,0.25,0.375,0.125,0.0,
534,Peyton Watson,Nuggets,Guard,200.66,200,22,USA,8.1875,1.4375,3.421875,0.734375,1.359375,NBA Champion
535,Jaylen Wells,Grizzlies,Forward,203.2,,21,USA,10.558441558441558,1.7142857142857142,3.3766233766233764,0.5454545454545454,0.1038961038961039,NBA Rookie of the Month
536,Victor Wembanyama,Spurs,Forward-Center,220.98000000000002,235,21,France,24.26086956521739,3.652173913043478,11.0,1.1304347826086956,3.8260869565217392,All-Defensive Team; All-Rookie Team; NBA Defensive Player of the Month; NBA Player of the Week; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Year; Olympic Silver Medal
537,Blake Wesley,Spurs,Guard,190.5,185,22,USA,3.5849056603773586,1.8113207547169812,0.9811320754716981,0.6037735849056604,0.07547169811320754,
538,Russell Westbrook,Nuggets,Guard,193.04,200,36,USA,13.267605633802816,6.183098591549296,5.042253521126761,1.4507042253521127,0.5211267605633803,All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-Rookie Team; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star Most Valuable Player; NBA All-Star Most Valuable Player; NBA Most Valuable Player; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Rookie of the Month; NBA Rookie of the Month; Olympic Gold Medal
539,Phillip Wheeler,,Forward,203.2,185,22,USA,1.6,0.4,1.6,0.2,0.4,
540,Coby White,Bulls,Guard,195.57999999999998,195,25,USA,20.514285714285716,4.4714285714285715,3.6142857142857143,0.9428571428571428,0.18571428571428572,All-Rookie Team; NBA Rookie of the Month
541,Derrick White,Celtics,Guard,193.04,190,30,USA,16.383561643835616,4.671232876712328,4.506849315068493,0.9452054794520548,1.0410958904109588,All-Defensive Team; All-Defensive Team; NBA Champion; NBA Player of the Week; NBA Player of the Week; Olympic Gold Medal
542,Dariq Whitehead,Nets,Guard-Forward,198.12,220,20,USA,5.2,0.4,1.2,0.26666666666666666,0.06666666666666667,
543,Cam Whitmore,Rockets,Forward,200.66,230,20,USA,8.914893617021276,0.9574468085106383,2.893617021276596,0.6170212765957447,0.2553191489361702,
544,Aaron Wiggins,Thunder,Guard,195.57999999999998,190,26,USA,11.647887323943662,1.676056338028169,3.76056338028169,0.7746478873239436,0.2535211267605634,
545,Andrew Wiggins,Heat,Forward,200.66,197,30,Canada,17.558139534883722,2.372093023255814,4.5813953488372094,0.9302325581395349,0.7674418604651163,All-Rookie Team; NBA All-Star; NBA Champion; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Year
546,Alondes Williams,,Guard,193.04,210,25,USA,5.0,1.0,0.0,0.0,0.0,
547,Brandon Williams,Mavericks,Guard,185.42,190,25,USA,8.32258064516129,2.3548387096774195,1.7096774193548387,0.7419354838709677,0.0967741935483871,
548,Cody Williams,Jazz,Forward,200.66,190,20,USA,4.6,1.18,2.26,0.46,0.32,
549,Grant Williams,Hornets,Forward,198.12,236,26,USA,10.375,2.3125,5.125,1.125,0.8125,
550,Jalen Williams,Thunder,Guard-Forward,195.57999999999998,211,23,USA,21.439393939393938,5.181818181818182,5.333333333333333,1.5909090909090908,0.696969696969697,All-Rookie Team; NBA Rookie of the Month; NBA Rookie of the Month
551,Jaylin Williams,Thunder,Forward,205.74,240,22,USA,5.704545454545454,2.4545454545454546,5.568181818181818,0.45454545454545453,0.6363636363636364,
552,Kenrich Williams,Thunder,Guard-Forward,198.12,210,30,USA,5.9375,1.34375,3.390625,0.546875,0.140625,
553,Mark Williams,Hornets,Center,213.36,240,23,USA,15.390243902439025,2.5121951219512195,10.21951219512195,0.6829268292682927,1.2439024390243902,
554,Nate Williams,Rockets,Guard,195.57999999999998,205,26,USA,2.625,0.3125,0.4375,0.3125,0.25,
555,Patrick Williams,Bulls,Forward,200.66,215,23,USA,8.724137931034482,1.9655172413793103,3.8275862068965516,0.7068965517241379,0.5344827586206896,All-Rookie Team
556,Ziaire Williams,Nets,Forward,205.74,185,23,USA,10.05,1.3666666666666667,4.633333333333334,0.9666666666666667,0.4,
557,Robert Williams III,Trail Blazers,Center-Forward,205.74,249,27,USA,5.8,1.05,5.9,0.65,1.65,All-Defensive Team
558,Vince Williams Jr.,Grizzlies,Guard,193.04,205,24,USA,6.608695652173913,2.0434782608695654,3.391304347826087,0.4782608695652174,0.21739130434782608,
559,Zion Williamson,Pelicans,Forward,198.12,284,24,USA,24.566666666666666,5.3,7.2,1.2333333333333334,0.9,All-Rookie Team; NBA All-Star; NBA All-Star; NBA Player of the Week; NBA Rookie of the Month
560,Jalen Wilson,Nets,Forward,198.12,220,24,USA,9.173333333333334,1.76,3.32,0.5066666666666667,0.05333333333333334,
561,James Wiseman,,Center,210.82,240,24,USA,6.0,0.0,1.0,0.0,0.0,
562,Isaiah Wong,,Guard,190.5,185,24,USA,6.0,1.4,1.6,0.55,0.0,
563,Delon Wright,Knicks,Guard,195.57999999999998,185,32,USA,3.1578947368421053,1.894736842105263,1.6842105263157894,0.868421052631579,0.3157894736842105,
564,Guerschon Yabusele,76ers,Forward,203.2,265,29,France,10.855072463768115,2.0869565217391304,5.666666666666667,0.7971014492753623,0.34782608695652173,Olympic Silver Medal
565,Cui Yongxi,,Forward,195.57999999999998,190,21,China,0.6,0.0,0.4,0.0,0.0,
566,Jahmir Young,Bulls,Guard,185.42,185,24,USA,0.0,0.5,0.5,0.0,0.0,
567,Trae Young,Hawks,Guard,185.42,164,26,USA,24.02777777777778,11.555555555555555,3.138888888888889,1.1944444444444444,0.1527777777777778,All-NBA; All-Rookie Team; NBA All-Star; NBA All-Star; NBA All-Star; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month
568,Ivica Zubac,Clippers,Center,213.36,240,28,Croatia,16.426666666666666,2.5866666666666664,12.546666666666667,0.6933333333333334,1.1733333333333333,
569,Tristan da Silva,Magic,Forward,203.2,217,23,Germany,7.042253521126761,1.4647887323943662,3.267605633802817,0.4225352112676056,0.22535211267605634,
570,Vlatko Čančar,Nuggets,Forward,203.2,236,27,Slovenia,1.8461538461538463,0.6923076923076923,2.4615384615384617,0.23076923076923078,0.15384615384615385,NBA Champion
571,Dario Šarić,Nuggets,Forward-Center,208.28,225,30,Croatia,3.5,1.4375,3.125,0.4375,0.0625,All-Rookie Team; NBA Rookie of the Month; NBA Rookie of the Month
