,full_name,team,position,height,weight,age,region,average_points,average_assists,average_rebounds,average_steals,average_blocks,awards
350,Donovan Mitchell,Cavaliers,Guard,190.5,215,28,USA,24.02857142857143,4.9714285714285715,4.514285714285714,1.3285714285714285,0.24285714285714285,All-NBA; All-Rookie Team; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month
351,Evan Mobley,Cavaliers,Center,210.82,215,23,USA,18.573529411764707,3.1323529411764706,9.235294117647058,0.8088235294117647,1.6176470588235294,All-Defensive Team; All-Rookie Team; NBA Defensive Player of the Month; NBA Defensive Player of the Month; NBA Rookie of the Month
352,Jonathan Mogbo,Raptors,Forward,205.74,225,23,USA,5.728813559322034,1.8644067796610169,4.5423728813559325,0.7627118644067796,0.5084745762711864,
353,Malik Monk,Kings,Guard,190.5,200,27,USA,17.571428571428573,5.682539682539683,3.7777777777777777,0.9523809523809523,0.6031746031746031,
354,Moses Moody,Warriors,Guard,195.57999999999998,211,22,USA,10.08695652173913,1.3333333333333333,2.5072463768115942,0.7101449275362319,0.4057971014492754,NBA Champion
355,Tazé Moore,,Guard,195.57999999999998,195,26,USA,3.0,0.5,4.0,1.0,0.0,
356,Wendell Moore Jr.,Hornets,Guard,195.57999999999998,215,23,USA,3.15,1.15,2.2,0.5,0.15,
357,Ja Morant,Grizzlies,Guard,187.96,174,25,USA,22.851063829787233,7.319148936170213,4.191489361702128,1.2553191489361701,0.23404255319148937,All-NBA; All-Rookie Team; NBA All-Star; NBA All-Star; NBA Most Improved Player; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Year
358,Markieff Morris,Lakers,Forward,205.74,245,35,USA,3.2142857142857144,1.0714285714285714,1.3571428571428572,0.07142857142857142,0.14285714285714285,NBA Champion; NBA Player of the Week
359,Monté Morris,Suns,Guard,187.96,183,29,USA,5.069767441860465,1.6046511627906976,1.441860465116279,0.46511627906976744,0.06976744186046512,
360,Trey Murphy III,Pelicans,Forward,203.2,206,24,USA,21.20754716981132,3.547169811320755,5.056603773584905,1.0566037735849056,0.7358490566037735,
361,Dejounte Murray,Pelicans,Guard,193.04,180,28,USA,17.483870967741936,7.354838709677419,6.451612903225806,2.032258064516129,0.3870967741935484,All-Defensive Team; NBA All-Star; NBA Player of the Week
362,Jamal Murray,Nuggets,Guard,193.04,215,28,Canada,21.615384615384617,6.046153846153846,3.830769230769231,1.4,0.5076923076923077,All-Rookie Team; NBA Champion; NBA Rookie of the Month
363,Keegan Murray,Kings,Forward,203.2,225,24,USA,12.527027027027026,1.4324324324324325,6.648648648648648,0.7972972972972973,0.9324324324324325,All-Rookie Team; NBA Rookie of the Month; NBA Rookie of the Month
364,Kris Murray,Trail Blazers,Forward,203.2,216,24,USA,3.7846153846153845,0.8307692307692308,2.4153846153846152,0.47692307692307695,0.2153846153846154,
365,Svi Mykhailiuk,Jazz,Guard-Forward,200.66,205,27,Ukraine,8.205882352941176,1.8823529411764706,2.264705882352941,0.5294117647058824,0.17647058823529413,NBA Champion
366,Pete Nance,Bucks,Forward,208.28,225,25,USA,2.142857142857143,0.42857142857142855,1.4285714285714286,0.14285714285714285,0.0,
367,Larry Nance Jr.,Hawks,Forward-Center,203.2,245,32,USA,8.458333333333334,1.5833333333333333,4.291666666666667,0.8333333333333334,0.5416666666666666,
368,Andrew Nembhard,Pacers,Guard-Forward,193.04,191,25,Canada,10.245901639344263,5.0,3.3442622950819674,1.2131147540983607,0.18032786885245902,NBA Defensive Player of the Month
369,Aaron Nesmith,Pacers,Guard-Forward,198.12,215,25,USA,11.829268292682928,1.2439024390243902,3.8048780487804876,0.7317073170731707,0.3902439024390244,
370,Tristen Newton,Timberwolves,Guard,195.57999999999998,190,23,USA,0.6,0.2,0.0,0.0,0.0,
371,Georges Niang,Hawks,Forward,200.66,230,31,USA,8.72549019607843,1.3137254901960784,3.7058823529411766,0.3333333333333333,0.13725490196078433,
372,Daishen Nix,,Guard,193.04,238,23,USA,0.3333333333333333,1.0,1.3333333333333333,0.0,0.0,
373,Zeke Nnaji,Nuggets,Forward-Center,205.74,240,24,USA,3.267857142857143,0.4107142857142857,1.5892857142857142,0.44642857142857145,0.6785714285714286,NBA Champion
374,Miles Norris,Celtics,Forward,200.66,220,24,USA,0.0,0.0,2.0,0.0,0.0,
375,Jaylen Nowell,,Guard,193.04,201,25,USA,8.375,2.25,2.5,0.125,0.5,
376,Jusuf Nurkić,Hornets,Center,213.36,290,30,Bosnia and Herzegovina,8.6,1.88,9.16,0.92,0.64,All-Rookie Team
377,Royce O'Neale,Suns,Forward,198.12,226,31,USA,9.342857142857143,2.2,4.828571428571428,0.9285714285714286,0.44285714285714284,
378,Jahlil Okafor,,Center-Forward,208.28,270,29,USA,0.0,1.0,1.0,0.0,0.0,All-Rookie Team
379,Chuma Okeke,,Forward,200.66,229,26,USA,6.857142857142857,1.8571428571428572,6.142857142857143,0.7142857142857143,0.42857142857142855,
380,Josh Okogie,Hornets,Guard,193.04,213,26,Nigeria,6.0,0.56,2.88,0.84,0.4,
381,Onyeka Okongwu,Hawks,Forward-Center,208.28,240,24,USA,13.042857142857143,2.257142857142857,8.728571428571428,0.9285714285714286,0.9428571428571428,
382,Isaac Okoro,Cavaliers,Forward-Guard,195.57999999999998,225,24,USA,5.882352941176471,1.2549019607843137,2.2745098039215685,0.5686274509803921,0.3137254901960784,All-Rookie Team
383,Quincy Olivari,,Guard,190.5,200,23,USA,1.5,0.5,0.0,0.0,0.0,
384,Kelly Olynyk,Pelicans,Forward-Center,210.82,240,33,Canada,8.744186046511627,2.9069767441860463,4.767441860465116,0.7674418604651163,0.4186046511627907,All-Rookie Team
385,Kelly Oubre Jr.,76ers,Forward-Guard,203.2,203,29,USA,15.1,1.8,6.133333333333334,1.5333333333333334,0.5,
386,Chris Paul,Spurs,Guard,182.88,175,39,USA,8.818181818181818,7.558441558441558,3.6233766233766236,1.2597402597402598,0.2597402597402597,All-Defensive Team; All-Defensive Team; All-Defensive Team; All-Defensive Team; All-Defensive Team; All-Defensive Team; All-Defensive Team; All-Defensive Team; All-Defensive Team; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-NBA; All-Rookie Team; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star Most Valuable Player; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Year; NBA Sporting News Rookie of the Year; Olympic Gold Medal; Olympic Gold Medal
387,Cameron Payne,Knicks,Guard,190.5,183,30,USA,6.91044776119403,2.7761194029850746,1.4776119402985075,0.5373134328358209,0.22388059701492538,
388,Elfrid Payton,Pelicans,Guard,190.5,195,31,USA,1.0,3.3333333333333335,2.1666666666666665,1.0,0.5,All-Rookie Team; NBA Rookie of the Month
389,Gary Payton II,Warriors,Guard,187.96,195,32,USA,6.440677966101695,1.305084745762712,2.9322033898305087,0.7796610169491526,0.288135593220339,NBA Champion
390,Drew Peterson,Celtics,Forward,205.74,205,25,USA,2.0,0.5909090909090909,1.4090909090909092,0.22727272727272727,0.09090909090909091,
391,Julian Phillips,Bulls,Forward,203.2,198,21,USA,4.364864864864865,0.47297297297297297,2.0405405405405403,0.47297297297297297,0.24324324324324326,
392,Jalen Pickett,Nuggets,Guard,187.96,202,25,USA,3.9555555555555557,2.1777777777777776,1.4666666666666666,0.35555555555555557,0.08888888888888889,
393,Scotty Pippen Jr.,Grizzlies,Guard,185.42,170,24,USA,9.693333333333333,4.413333333333333,3.3066666666666666,1.3333333333333333,0.36,
394,Daeqwon Plowden,Hawks,Guard-Forward,198.12,216,26,USA,6.0,0.0,1.75,0.0,0.0,
395,Mason Plumlee,Suns,Forward-Center,208.28,254,35,USA,4.485714285714286,1.8,6.228571428571429,0.44285714285714284,0.6428571428571429,All-Rookie Team
396,Brandin Podziemski,Warriors,Guard,193.04,205,22,USA,11.35593220338983,3.406779661016949,5.033898305084746,1.0677966101694916,0.2033898305084746,All-Rookie Team
397,Jakob Poeltl,Raptors,Center,213.36,260,29,Austria,14.456140350877194,2.7719298245614037,9.596491228070175,1.1578947368421053,1.2456140350877194,
398,Jordan Poole,Wizards,Guard,193.04,194,25,USA,20.560606060606062,4.46969696969697,3.0303030303030303,1.303030303030303,0.4090909090909091,NBA Champion
399,Craig Porter Jr.,Cavaliers,Guard,185.42,180,25,USA,2.9375,1.2916666666666667,1.125,0.3333333333333333,0.2708333333333333,
400,Kevin Porter Jr.,Bucks,Guard-Forward,193.04,203,24,USA,9.311111111111112,3.2,3.5555555555555554,0.9555555555555556,0.24444444444444444,
401,Michael Porter Jr.,Nuggets,Forward,208.28,218,26,USA,18.301369863013697,2.1780821917808217,6.986301369863014,0.6712328767123288,0.4794520547945205,NBA Champion
402,Bobby Portis,Bucks,Forward,208.28,250,30,USA,13.717391304347826,2.217391304347826,8.326086956521738,0.6739130434782609,0.5434782608695652,NBA Champion; NBA Player of the Week
403,Kristaps Porziņģis,Celtics,Forward-Center,218.44000000000003,240,29,Latvia,19.325,2.05,6.875,0.75,1.55,All-Rookie Team; NBA All-Star; NBA Champion; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month
404,Quinten Post,Warriors,Center,213.36,238,25,Netherlands,8.41025641025641,1.4102564102564104,3.6923076923076925,0.41025641025641024,0.4358974358974359,
405,Micah Potter,Jazz,Center,205.74,248,26,USA,4.352941176470588,0.7941176470588235,4.235294117647059,0.35294117647058826,0.3235294117647059,
406,Dwight Powell,Mavericks,Forward-Center,208.28,240,33,Canada,2.1176470588235294,1.0784313725490196,2.235294117647059,0.3333333333333333,0.4117647058823529,
407,Norman Powell,Clippers,Guard,193.04,215,31,USA,22.232142857142858,2.1607142857142856,3.2142857142857144,1.2321428571428572,0.16071428571428573,NBA Champion; NBA Player of the Week; NBA Rookie of the Month
408,Taurean Prince,Bucks,Forward,198.12,218,31,USA,8.28,1.96,3.6,0.92,0.18666666666666668,
409,Payton Pritchard,Celtics,Guard,185.42,195,27,USA,13.933333333333334,3.32,3.76,0.8533333333333334,0.18666666666666668,NBA Champion
410,Olivier-Maxence Prosper,Mavericks,Forward,200.66,230,22,Canada,3.8653846153846154,0.7692307692307693,2.423076923076923,0.5,0.11538461538461539,
411,Zyon Pullin,Grizzlies,Guard,193.04,206,24,USA,0.0,0.0,0.0,0.0,0.0,
412,Trevelin Queen,Magic,Guard,195.57999999999998,190,28,USA,4.344827586206897,1.1724137931034482,1.6206896551724137,0.9655172413793104,0.3448275862068966,
413,Neemias Queta,Celtics,Center,213.36,248,25,Portugal,4.896551724137931,0.6379310344827587,3.8275862068965516,0.25862068965517243,0.6206896551724138,NBA Champion
414,Immanuel Quickley,Raptors,Guard,187.96,190,25,USA,17.375,5.9375,3.59375,0.71875,0.125,All-Rookie Team
415,Lester Quinones,Pelicans,Guard,193.04,208,24,USA,2.25,0.25,1.0,0.0,0.0,
416,Julius Randle,Timberwolves,Forward-Center,205.74,250,30,USA,18.78125,4.6875,7.046875,0.671875,0.234375,All-NBA; All-NBA; NBA All-Star; NBA All-Star; NBA All-Star; NBA Most Improved Player; NBA Player of the Month; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week
417,Duop Reath,Trail Blazers,Center,205.74,245,28,South Sudan,4.311111111111111,0.5777777777777777,1.9777777777777779,0.26666666666666666,0.3111111111111111,
418,Austin Reaves,Lakers,Guard,195.57999999999998,197,26,USA,20.246376811594203,5.840579710144928,4.507246376811594,1.1159420289855073,0.30434782608695654,
419,Cam Reddish,,Forward-Guard,200.66,217,25,USA,3.1818181818181817,0.6666666666666666,2.0,1.0,0.30303030303030304,
420,Paul Reed,Pistons,Forward,205.74,210,25,USA,4.095238095238095,0.8809523809523809,2.6666666666666665,0.9285714285714286,0.5,
421,Alex Reese,76ers,Forward-Center,205.74,245,25,USA,2.0,0.0,1.0,0.0,0.0,
422,Antonio Reeves,Pelicans,Guard,195.57999999999998,205,22,USA,5.384615384615385,0.717948717948718,1.1025641025641026,0.3333333333333333,0.07692307692307693,
423,Naz Reid,Timberwolves,Center-Forward,205.74,264,25,USA,14.4,2.28,6.0,0.76,0.92,NBA Sixth Man of the Year
424,Jared Rhoden,Raptors,Guard,195.57999999999998,210,25,USA,1.0,0.5,1.0,0.25,0.0,
425,Nick Richards,Suns,Center,213.36,245,27,Jamaica,8.904761904761905,1.3333333333333333,7.523809523809524,0.3333333333333333,1.2380952380952381,
426,Josh Richardson,,Guard,195.57999999999998,200,31,USA,4.0,1.5,1.5,1.0,0.125,NBA Player of the Week; NBA Rookie of the Month
427,Zaccharie Risacher,Hawks,Forward,203.2,200,19,France,12.314285714285715,1.2428571428571429,3.657142857142857,0.7142857142857143,0.5,NBA Rookie of the Month
428,Liam Robbins,,Center,213.36,250,25,USA,0.6923076923076923,0.15384615384615385,0.9230769230769231,0.15384615384615385,0.15384615384615385,
429,Duncan Robinson,Heat,Forward,200.66,215,30,USA,10.884057971014492,2.4347826086956523,2.289855072463768,0.5652173913043478,0.07246376811594203,
430,Mitchell Robinson,Knicks,Center-Forward,213.36,240,27,USA,5.214285714285714,0.6428571428571429,6.071428571428571,0.8571428571428571,1.0,All-Rookie Team
431,Orlando Robinson,Raptors,Center,208.28,235,24,USA,2.111111111111111,1.0,1.5555555555555556,0.3333333333333333,0.1111111111111111,
432,Jeremiah Robinson-Earl,Pelicans,Forward,203.2,240,24,USA,6.081967213114754,1.2131147540983607,4.377049180327869,0.5901639344262295,0.11475409836065574,
433,David Roddy,Rockets,Forward,193.04,255,24,USA,4.518518518518518,1.1111111111111112,2.5925925925925926,0.4444444444444444,0.2962962962962963,
434,Ryan Rollins,Bucks,Guard,190.5,180,22,USA,6.0,1.607843137254902,1.8627450980392157,0.7058823529411765,0.3137254901960784,
435,Jackson Rowe,Warriors,Forward,200.66,210,28,Canada,3.2,0.6,1.6,0.6,0.0,
436,Terry Rozier,Heat,Guard,185.42,190,31,USA,11.065573770491802,2.6885245901639343,3.737704918032787,0.5901639344262295,0.22950819672131148,NBA Player of the Week
437,Rayan Rupert,Trail Blazers,Guard-Forward,198.12,195,20,France,2.1041666666666665,0.375,1.1041666666666667,0.20833333333333334,0.0625,
438,D'Angelo Russell,Nets,Guard,190.5,193,29,USA,12.379310344827585,4.689655172413793,2.7586206896551726,0.7931034482758621,0.13793103448275862,All-Rookie Team; NBA All-Star; NBA Player of the Week
439,Matt Ryan,,Forward,198.12,215,27,USA,1.4736842105263157,0.15789473684210525,0.42105263157894735,0.10526315789473684,0.0,
440,Domantas Sabonis,Kings,Forward-Center,208.28,240,28,Lithuania,19.06153846153846,6.046153846153846,13.96923076923077,0.6461538461538462,0.36923076923076925,All-NBA; All-NBA; NBA All-Star; NBA All-Star; NBA All-Star; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week
441,Tidjane Salaün,Hornets,Forward,203.2,207,19,France,5.7272727272727275,1.1636363636363636,4.527272727272727,0.5272727272727272,0.2545454545454545,
442,Adama Sanogo,,Forward,205.74,245,23,Mali,2.0,0.25,1.5,0.0,0.0,
443,Gui Santos,Warriors,Forward,198.12,185,22,Brazil,4.230769230769231,1.4615384615384615,3.1153846153846154,0.4230769230769231,0.17307692307692307,
444,Alex Sarr,Wizards,Center,213.36,205,19,France,12.96774193548387,2.306451612903226,6.516129032258065,0.6774193548387096,1.532258064516129,NBA Rookie of the Month
445,Marcus Sasser,Pistons,Guard,187.96,195,24,USA,6.333333333333333,2.185185185185185,1.2222222222222223,0.6111111111111112,0.07407407407407407,
446,Baylor Scheierman,Celtics,Guard,198.12,205,24,USA,2.962962962962963,0.8888888888888888,1.7037037037037037,0.4074074074074074,0.07407407407407407,
447,Dennis Schröder,Pistons,Guard,185.42,175,31,Germany,13.309859154929578,5.47887323943662,2.647887323943662,0.9154929577464789,0.16901408450704225,NBA Player of the Week
448,Alperen Sengun,Rockets,Center,210.82,243,22,Turkey,19.16216216216216,4.918918918918919,10.364864864864865,1.1216216216216217,0.8108108108108109,NBA Player of the Week; NBA Player of the Week
449,Brice Sensabaugh,Jazz,Forward,195.57999999999998,235,21,USA,10.26865671641791,1.4179104477611941,2.8358208955223883,0.6119402985074627,0.08955223880597014,
450,Collin Sexton,Jazz,Guard,190.5,190,26,USA,18.311475409836067,4.147540983606557,2.721311475409836,0.7049180327868853,0.09836065573770492,All-Rookie Team
451,Landry Shamet,Knicks,Guard,193.04,190,28,USA,5.0,0.5555555555555556,1.1777777777777778,0.4888888888888889,0.044444444444444446,All-Rookie Team
452,Terrence Shannon Jr.,Timberwolves,Guard-Forward,198.12,215,24,USA,4.451612903225806,1.032258064516129,1.4838709677419355,0.22580645161290322,0.16129032258064516,
453,Day'Ron Sharpe,Nets,Center,205.74,265,23,USA,7.94,1.82,6.6,0.82,0.84,
454,Shaedon Sharpe,Trail Blazers,Guard,195.57999999999998,208,21,Canada,18.242857142857144,2.6714285714285713,4.385714285714286,0.8428571428571429,0.22857142857142856,
455,Jamal Shead,Raptors,Guard,185.42,200,22,USA,7.0,4.027777777777778,1.4861111111111112,0.7361111111111112,0.1388888888888889,
456,Ben Sheppard,Pacers,Guard,198.12,190,23,USA,5.26984126984127,1.3492063492063493,2.8095238095238093,0.6031746031746031,0.2222222222222222,
457,Reed Sheppard,Rockets,Guard,187.96,185,20,USA,4.0625,1.2291666666666667,1.4375,0.625,0.3125,
458,Pascal Siakam,Pacers,Forward,203.2,245,31,Cameroon,20.31578947368421,3.3947368421052633,6.868421052631579,0.8947368421052632,0.5394736842105263,All-NBA; All-NBA; NBA All-Star; NBA All-Star; NBA Champion; NBA Most Improved Player; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week
459,Ben Simmons,Clippers,Guard-Forward,208.28,240,28,Australia,6.181818181818182,6.9393939393939394,5.212121212121212,0.7878787878787878,0.48484848484848486,All-Defensive Team; All-Defensive Team; All-NBA; All-Rookie Team; NBA All-Star; NBA All-Star; NBA All-Star; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Year
460,Anfernee Simons,Trail Blazers,Guard,190.5,200,25,USA,19.257142857142856,4.814285714285714,2.7,0.8571428571428571,0.07142857142857142,
461,KJ Simpson,Hornets,Guard,182.88,189,22,USA,7.67741935483871,2.935483870967742,2.903225806451613,0.8387096774193549,0.1935483870967742,
462,Jericho Sims,Bucks,Center,208.28,250,26,USA,1.641025641025641,0.5641025641025641,3.3076923076923075,0.20512820512820512,0.2564102564102564,
463,Marcus Smart,Wizards,Guard,190.5,220,31,USA,8.68421052631579,3.736842105263158,2.263157894736842,1.2105263157894737,0.3157894736842105,All-Defensive Team; All-Defensive Team; All-Defensive Team; All-Rookie Team; NBA Defensive Player of the Year; NBA Rookie of the Month
464,Dru Smith,Heat,Guard,187.96,203,27,USA,6.214285714285714,1.6428571428571428,2.5714285714285716,1.5,0.42857142857142855,
465,Jalen Smith,Bulls,Forward-Center,205.74,215,25,USA,8.147540983606557,1.0,5.508196721311475,0.26229508196721313,0.7049180327868853,
466,Tolu Smith,Pistons,Forward,210.82,,24,USA,,,,,,
467,Tyler Smith,Bucks,Forward,205.74,224,20,USA,2.1363636363636362,0.18181818181818182,0.9545454545454546,0.09090909090909091,0.13636363636363635,
468,Jabari Smith Jr.,Rockets,Forward,208.28,220,21,USA,12.178571428571429,1.0535714285714286,6.964285714285714,0.44642857142857145,0.7321428571428571,All-Rookie Team
469,Nick Smith Jr.,Hornets,Guard,187.96,185,20,USA,9.607142857142858,2.232142857142857,2.0357142857142856,0.30357142857142855,0.10714285714285714,
470,Jeremy Sochan,Spurs,Forward,203.2,230,21,Poland,11.425925925925926,2.3703703703703702,6.518518518518518,0.8333333333333334,0.5,All-Rookie Team
471,Cam Spencer,Grizzlies,Guard,193.04,205,24,USA,3.7142857142857144,1.1904761904761905,1.2857142857142858,0.2857142857142857,0.047619047619047616,
472,Pat Spencer,Warriors,Guard,190.5,205,28,USA,2.4444444444444446,1.1666666666666667,1.2222222222222223,0.3333333333333333,0.08333333333333333,
473,Jaden Springer,Jazz,Guard,193.04,202,22,USA,1.7307692307692308,0.38461538461538464,0.9230769230769231,0.46153846153846156,0.038461538461538464,NBA Champion
474,Isaiah Stevens,Heat,Guard,182.88,185,24,USA,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,
475,Lamar Stevens,Grizzlies,Forward,200.66,230,27,USA,3.076923076923077,0.38461538461538464,2.230769230769231,0.38461538461538464,0.23076923076923078,
476,Isaiah Stewart,Pistons,Forward-Center,203.2,250,23,USA,5.956521739130435,1.6521739130434783,5.507246376811594,0.37681159420289856,1.3768115942028984,All-Rookie Team
477,Julian Strawther,Nuggets,Guard,198.12,205,22,USA,9.225806451612904,1.3064516129032258,2.129032258064516,0.6129032258064516,0.24193548387096775,
478,Max Strus,Cavaliers,Guard-Forward,195.57999999999998,215,29,USA,9.191489361702128,3.0638297872340425,4.276595744680851,0.5531914893617021,0.2127659574468085,
479,Jalen Suggs,Magic,Guard,195.57999999999998,205,23,USA,16.2,3.6857142857142855,4.0285714285714285,1.457142857142857,0.9428571428571428,All-Defensive Team
480,Cole Swider,,Forward,203.2,220,25,USA,0.0,0.5,1.0,0.0,0.0,
481,Jae'Sean Tate,Rockets,Forward,193.04,230,29,USA,3.62,0.92,2.26,0.52,0.14,All-Rookie Team
482,Jayson Tatum,Celtics,Forward-Guard,203.2,210,27,USA,26.914285714285715,5.9714285714285715,8.685714285714285,1.0714285714285714,0.5285714285714286,All-NBA; All-NBA; All-NBA; All-NBA; All-Rookie Team; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star Most Valuable Player; NBA Champion; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Month; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Rookie of the Month; Olympic Gold Medal; Olympic Gold Medal
483,Terry Taylor,,Forward,193.04,230,25,USA,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,
484,Garrett Temple,Raptors,Guard-Forward,195.57999999999998,195,38,USA,1.28,1.04,0.96,0.56,0.08,
485,Dalen Terry,Bulls,Forward,200.66,195,22,USA,4.391304347826087,1.3043478260869565,1.681159420289855,0.5942028985507246,0.21739130434782608,
486,Daniel Theis,,Forward-Center,203.2,245,33,Germany,4.2631578947368425,1.5789473684210527,4.315789473684211,0.47368421052631576,0.5263157894736842,
487,Cam Thomas,Nets,Guard,190.5,210,23,Japan,23.96,3.76,3.32,0.6,0.08,
488,Amen Thompson,Rockets,Guard-Forward,200.66,200,22,USA,14.044776119402986,3.7761194029850746,8.238805970149254,1.3880597014925373,1.2835820895522387,All-Rookie Team; NBA Defensive Player of the Month
489,Ausar Thompson,Pistons,Guard-Forward,198.12,205,22,USA,9.945454545454545,2.2181818181818183,5.036363636363636,1.709090909090909,0.6545454545454545,
490,Ethan Thompson,Magic,Guard,195.57999999999998,195,25,Puerto Rico,,,,,,
491,Klay Thompson,Mavericks,Guard,195.57999999999998,220,35,USA,14.173913043478262,2.0579710144927534,3.5072463768115942,0.6956521739130435,0.43478260869565216,All-Defensive Team; All-NBA; All-NBA; All-Rookie Team; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA Champion; NBA Champion; NBA Champion; NBA Champion; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; Olympic Gold Medal
492,Tristan Thompson,Cavaliers,Center-Forward,205.74,254,34,Canada,1.5526315789473684,0.6052631578947368,2.6842105263157894,0.02631578947368421,0.23684210526315788,All-Rookie Team; NBA Champion
493,JT Thor,Wizards,Forward,205.74,203,22,USA,3.111111111111111,0.1111111111111111,0.6666666666666666,0.2222222222222222,0.3333333333333333,
494,Matisse Thybulle,Trail Blazers,Guard-Forward,195.57999999999998,201,28,USA,6.181818181818182,1.6363636363636365,3.1818181818181817,2.272727272727273,0.5454545454545454,All-Defensive Team; All-Defensive Team
495,Xavier Tillman,Celtics,Forward,200.66,245,26,USA,1.032258064516129,0.22580645161290322,1.3548387096774193,0.3225806451612903,0.16129032258064516,NBA Champion
496,Drew Timme,Nets,Forward,208.28,235,24,USA,11.25,1.75,5.0,0.75,0.25,
497,Nae'Qwan Tomlin,Cavaliers,Forward,208.28,210,24,USA,3.0,0.0,2.25,0.0,0.0,
498,Nikola Topić,Thunder,Guard,198.12,200,19,Serbia,,,,,,
499,Jacob Toppin,Hawks,Forward,203.2,200,24,USA,0.375,0.25,0.6875,0.125,0.0,
500,Obi Toppin,Pacers,Forward,205.74,220,27,USA,10.513513513513514,1.6081081081081081,3.9864864864864864,0.581081081081081,0.35135135135135137,
501,Karl-Anthony Towns,Knicks,Center-Forward,213.36,248,29,USA,24.36231884057971,3.101449275362319,12.797101449275363,0.9855072463768116,0.6956521739130435,All-NBA; All-NBA; All-Rookie Team; NBA All-Star; NBA All-Star; NBA All-Star; NBA All-Star; NBA Player of the Month; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Player of the Week; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Month; NBA Rookie of the Year
502,Armel Traoré,,Forward,205.74,245,22,France,1.5555555555555556,0.1111111111111111,1.6666666666666667,0.4444444444444444,0.2222222222222222,
503,Luke Travers,Cavaliers,Forward,200.66,207,23,Australia,0.8,0.5,1.2,0.1,0.1,
504,Gary Trent Jr.,Bucks,Guard,195.57999999999998,204,26,USA,11.014492753623188,1.1304347826086956,2.3043478260869565,0.9855072463768116,0.057971014492753624,
505,Oscar Tshiebwe,Jazz,Forward-Center,203.2,255,25,DRC,5.636363636363637,0.6363636363636364,7.818181818181818,0.8181818181818182,0.0,
506,P.J. Tucker,Knicks,Forward,195.57999999999998,245,39,USA,0.0,0.0,0.0,0.0,0.0,NBA Champion
507,Myles Turner,Pacers,Center-Forward,210.82,250,29,USA,15.588235294117647,1.5735294117647058,6.617647058823529,0.7941176470588235,1.9264705882352942,All-Rookie Team; NBA Rookie of the Month
508,Hunter Tyson,Nuggets,Forward,203.2,215,24,USA,2.64,0.38,1.56,0.2,0.12,
